field01,field02,field03,field04,field05,field06,field07,field08,field09,field10,field11,field12,field13,field14,field15,field16,field17
"OU","CORP","DC=corp,DC=priv"
"OU","Servers","OU=CORP,DC=corp,DC=priv"
"OU","Administrators","OU=CORP,DC=corp,DC=priv"
"OU","Services Accounts","OU=CORP,DC=corp,DC=priv"
"OU","Groups","OU=CORP,DC=corp,DC=priv"
"OU","Sites","OU=CORP,DC=corp,DC=priv"
"OU","Paris","OU=Sites,OU=CORP,DC=corp,DC=priv"
"OU","Computers","OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"OU","Laptops","OU=Computers,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"OU","Users","OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"OU","Groups","OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_DPT_DIR","Direction","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_DPT_JUR","Département Juridique","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_DPT_RHS","Ressources Humaines","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_DPT_CPT","Département Comptable","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_DPT_DEA","Développement des affaires","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_DPT_MRK","Marketing & Communication","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_DPT_TEC","Département technique","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_DPT_OPE","Opérationnel","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_DPT_BUE","Bureau d’étude","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_DIR","Directeur","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_ASD","Assistante de direction","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_REJ","Responsable juridique","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_JUR","Juriste","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_REH","Responsable ressources humaines","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_APP","Administration du personnel et Paie","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_REC","Responsable comptable","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_CDG","Contrôleur de Gestion","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_CPT","Comptable","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_REA","Responsable développement des affaires","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_CML","Commercial","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_ASC","Assistante commercial","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_REM","Responsable marketing & communication","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_CDC","Chargé de communication","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_WEB","Webmaster","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_RET","Responsable technique","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_REO","Responsable opérationnel","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_REB","Responsable bureau d'étude","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_TCH","Technicien","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_ASY","Administrateur système","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_ARX","Administrateur réseaux","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_ABD","Administrateur base de données","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_CHP","Chef de projet","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_CBD","Architecte base de données","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_CRX","Architecte réseaux","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_CSY","Architecte système","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Groups","GRP_MET_OFS","Officier de sécurité","OU=Groups,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv"
"Users","Jacques","DAIGLE","OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","Corporate","Direction","Directeur","100","+33 1 42 92 81 01","75008","Paris","55 Rue du Faubourg Saint-Honoré","Corporate User","","FR","GRP_DPT_DIR","GRP_MET_DIR"
"Users","Véronique","Souplet","OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","Corporate","Assistante","Assistante de Direction","101","+33 1 42 92 81 01","75008","Paris","55 Rue du Faubourg Saint-Honoré","Corporate User","CN=DAIGLE Jacques (jacques.daigle),OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","FR","GRP_DPT_DIR","GRP_MET_ASD"
"Users","Marcel","DANDONNEAU","OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","Corporate","Département Juridique","Responsable Juridique","102","+33 1 42 92 81 02","75008","Paris","55 Rue du Faubourg Saint-Honoré","Corporate User","CN=DAIGLE Jacques (jacques.daigle),OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","FR","GRP_DPT_JUR","GRP_MET_REJ"
"Users","Yvette","PARMENTIER","OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","Corporate","Département Juridique","Juriste","103","+33 1 42 92 81 03","75008","Paris","55 Rue du Faubourg Saint-Honoré","Corporate User","CN=DANDONNEAU Marcel (marcel.dandonneau),OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","FR","GRP_DPT_JUR","GRP_MET_JUR"
"Users","Victorine","MARIER","OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","Corporate","Département Juridique","Juriste","104","+33 1 42 92 81 04","75008","Paris","55 Rue du Faubourg Saint-Honoré","Corporate User","CN=DANDONNEAU Marcel (marcel.dandonneau),OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","FR","GRP_DPT_JUR","GRP_MET_JUR"
"Users","Marguerite","PATEL","OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","Corporate","Ressources Humaines","Responsable ressources humaines","105","+33 1 42 92 81 05","75008","Paris","55 Rue du Faubourg Saint-Honoré","Corporate User","CN=DAIGLE Jacques (jacques.daigle),OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","FR","GRP_DPT_RHS","GRP_MET_REH"
"Users","Pierre","ECHEVERRI","OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","Corporate","Ressources Humaines","Administration du personnel et Paie","106","+33 1 42 92 81 06","75008","Paris","55 Rue du Faubourg Saint-Honoré","Corporate User","CN=PATEL Marguerite (marguerite.patel),OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","FR","GRP_DPT_RHS","GRP_MET_APP"
"Users","Amber","COUTURIER","OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","Corporate","Ressources Humaines","Administration du personnel et Paie","106","+33 1 42 92 81 07","75008","Paris","55 Rue du Faubourg Saint-Honoré","Corporate User","CN=PATEL Marguerite (marguerite.patel),OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","FR","GRP_DPT_RHS","GRP_MET_APP"
"Users","Christiane","MARLEAU","OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","Corporate","Ressources Humaines","Administration du personnel et Paie","106","+33 1 42 92 81 08","75008","Paris","55 Rue du Faubourg Saint-Honoré","Corporate User","CN=PATEL Marguerite (marguerite.patel),OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","FR","GRP_DPT_RHS","GRP_MET_APP"
"Users","Nicholas","PARENTEAU","OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","Corporate","Ressources Humaines","Administration du personnel et Paie","106","+33 1 42 92 81 09","75008","Paris","55 Rue du Faubourg Saint-Honoré","Corporate User","CN=PATEL Marguerite (marguerite.patel),OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","FR","GRP_DPT_RHS","GRP_MET_APP"
"Users","Hugues","DUPERRÉ","OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","Corporate","Département Compatble","Responsable département comptable","107","+33 1 42 92 81 10","75008","Paris","55 Rue du Faubourg Saint-Honoré","Corporate User","CN=DAIGLE Jacques (jacques.daigle),OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","FR","GRP_DPT_CPT","GRP_MET_REC"
"Users","Romain","GRIMARD","OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","Corporate","Département Compatble","Contrôleur de Gestion","108","+33 1 42 92 81 11","75008","Paris","55 Rue du Faubourg Saint-Honoré","Corporate User","CN=DUPERRÉ Hugues (hugues.duperre),OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","FR","GRP_DPT_CPT","GRP_MET_CDG"
"Users","Élise","ADLER","OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","Corporate","Département Compatble","Contrôleur de Gestion","108","+33 1 42 92 81 12","75008","Paris","55 Rue du Faubourg Saint-Honoré","Corporate User","CN=DUPERRÉ Hugues (hugues.duperre),OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","FR","GRP_DPT_CPT","GRP_MET_CDG"
"Users","Fantina","LEBEL","OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","Corporate","Département Compatble","Comptable","109","+33 1 42 92 81 13","75008","Paris","55 Rue du Faubourg Saint-Honoré","Corporate User","CN=DUPERRÉ Hugues (hugues.duperre),OU=Users,OU=Paris,OU=Sites,OU=CORP,DC=corp,DC=priv","FR","GRP_DPT_CPT","GRP_MET_CPT"
